name,price,review_count,alias,Phone1,city,country,state,address1,zip_code,latitude,longitude,image_url,rating
La Cabana,3.0,16,italian,1,Rome,IT,RM,Via del Mancino 7,00187,41.89721,12.4828,https://s3-media1.fl.yelpcdn.com/bphoto/okArDLkk-CW3OU51RgXDTg/o.jpg,4.5
Ali Babà Kebab,1.0,36,kebab,1,Rome,IT,RM,Via Carroceto 96,00178,41.8670297475,12.5372564486,https://s3-media3.fl.yelpcdn.com/bphoto/xQ1pZdr2nc4LGcNG_tZP1g/o.jpg,4.0
Panzerotti & Friends,1.0,13,pizza,1,Rome,IT,RM,Via Appia Nuova 559D,00179,41.8700781387,12.5288755819,https://s3-media2.fl.yelpcdn.com/bphoto/mlywCeDQQZApT3oCalMF8Q/o.jpg,4.5
Hard Rock Cafe,2.0,106,tradamerican,1,Rome,IT,RM,Via Vittorio Veneto 62A,00187,41.906309,12.4895227,https://s3-media3.fl.yelpcdn.com/bphoto/6o6Gbjod0dQ0XXPvLqwiKQ/o.jpg,4.0
AntiCafé,1.0,14,sharedofficespaces,1,Rome,IT,RM,Via Veio 4B,00183,41.8844722,12.5101568,https://s3-media3.fl.yelpcdn.com/bphoto/6P1kJ9yys84Fl9zp7u1XCQ/o.jpg,4.5
Il Ragno d'Oro,2.0,18,italian,1,Rome,IT,RM,Via Silla 26,00192,41.9085999,12.4595699,https://s3-media1.fl.yelpcdn.com/bphoto/pHKV3AF4EOQEt0KecLgSAA/o.jpg,4.5
Al Grottino,2.0,26,pizza,1,Rome,IT,RM,Via Orvieto 6,00182,41.8862495,12.51717,https://s3-media2.fl.yelpcdn.com/bphoto/MNLx6m6_Dy5myRLjDTa4KQ/o.jpg,4.0
Alle Fratte di Trastevere,2.0,34,italian,1,Rome,IT,RM,Via delle Fratte di Trastevere 49,00153,41.887859,12.4718872,https://s3-media3.fl.yelpcdn.com/bphoto/tonOtXKddZ7Qwy5Et02_AQ/o.jpg,4.5
Active Natural Eating,2.0,17,juicebars,1,Rome,IT,RM,Piazza di Pietra 62,00186,41.8999824524,12.4794368744,https://s3-media4.fl.yelpcdn.com/bphoto/felIYEOVcXaztLQjrjiqyw/o.jpg,4.5
34,3.0,49,seafood,1,Rome,IT,RM,Via Mario Dè Fiori 34,00187,41.9062457984,12.4808392202,https://s3-media2.fl.yelpcdn.com/bphoto/nm_Qhm49FPTUFSDTi419jQ/o.jpg,4.0
Bar Lillo,1.0,10,cafes,1,Rome,IT,RM,Via dei Genovesi 39,00153,41.8877106,12.4771299,https://s3-media2.fl.yelpcdn.com/bphoto/ffYz5mGSLX53gyyOfWroJg/o.jpg,4.5
Temakinho,3.0,29,sushi,1,Rome,IT,RM,Via dei Serpenti 16,00184,41.89546314,12.4903138014,https://s3-media4.fl.yelpcdn.com/bphoto/6aSpwgzcKtppZt7FVGojIQ/o.jpg,4.0
Casa Bleve,3.0,27,italian,1,Rome,IT,RM,Via Teatro Valle 48,00186,41.8975421,12.4751016,https://s3-media3.fl.yelpcdn.com/bphoto/FsTK6Y_Af9UEgDW25gSfUQ/o.jpg,4.5
Il Fico,2.0,29,italian,1,Rome,IT,RM,Via di Monte Giordano 49,00186,41.89948138,12.46934765,https://s3-media3.fl.yelpcdn.com/bphoto/E4vBq7SeWSgYhRVXg8K0Gg/o.jpg,4.0
Osteria Qui Se Magna!,2.0,19,roman,1,Rome,IT,RM,Via del Pigneto 307A,00176,41.8859566,12.5379668,https://s3-media3.fl.yelpcdn.com/bphoto/3V4MsuVs6AlbCRxvHaIwCg/o.jpg,4.0
Il Belli,2.0,20,italian,1,Rome,IT,RM,Via Giuseppe Gioacchino Belli 33,00193,41.9068794,12.4695396,https://s3-media1.fl.yelpcdn.com/bphoto/Dl9KWYL5i0AWMAnsdMxVMA/o.jpg,4.5
Osteria dell'Ingegno,3.0,23,italian,1,Rome,IT,RM,Piazza di Pietra 45,00186,41.9000969,12.4792929,https://s3-media1.fl.yelpcdn.com/bphoto/OK9mK8tfrTzjRxuVEThhZQ/o.jpg,4.5
Da Dino e Toni,3.0,44,pizza,1,Rome,IT,RM,Via Leone IV 60,00192,41.9100554635,12.4547700135,https://s3-media2.fl.yelpcdn.com/bphoto/IAXEmbKi3slzS3ayX7FGXQ/o.jpg,4.5
Baccano,3.0,77,wine_bars,1,Rome,IT,RM,Via delle Muratte 23,00187,41.9004576,12.4817757,https://s3-media4.fl.yelpcdn.com/bphoto/z8HvzHshFuyWOjGcKfIQMg/o.jpg,4.0
Imàgo,4.0,17,italian,1,Rome,IT,RM,Hotel Hassler,00187,41.9060516,12.4835501,https://s3-media3.fl.yelpcdn.com/bphoto/oE29StpcxutIKL1rzKKvvA/o.jpg,4.5
L'Orso 80,2.0,33,seafood,1,Rome,IT,RM,Via dell'Orso 33,00186,41.90185,12.47352,https://s3-media3.fl.yelpcdn.com/bphoto/Jqk4FVjXZ4_SRGXnASkz_A/o.jpg,4.0
Alembic,2.0,17,cocktailbars,1,Rome,IT,RM,Piazza in Piscinula 51,00153,41.8891610673,12.4768001586,https://s3-media1.fl.yelpcdn.com/bphoto/CwPTUhs3WgD5LfK3FJgkTQ/o.jpg,4.5
Sora Lucia,2.0,25,italian,1,Rome,IT,RM,Via della Panetteria 12,00187,41.90182865,12.48444512,https://s3-media2.fl.yelpcdn.com/bphoto/aK13slsDMVdQLZTtJ9_Gpg/o.jpg,4.5
Hamasei,3.0,33,japanese,1,Rome,IT,RM,Via della Mercede 35,00187,41.9034309,12.4825296,https://s3-media1.fl.yelpcdn.com/bphoto/7ih0lXBscwATq2WrjOjCdA/o.jpg,4.0
Elleniko,2.0,15,greek,1,Rome,IT,RM,Viale Aventino 107,00153,41.8808767,12.4847572,https://s3-media1.fl.yelpcdn.com/bphoto/m_4wRvWopxcNQJrG13y5RA/o.jpg,4.5
Momart Cafè,2.0,66,buffets,1,Rome,IT,RM,Viale XXI Aprile 19,00162,41.9185409546,12.5199918747,https://s3-media3.fl.yelpcdn.com/bphoto/Muw1ksWazo2-eqUTn3EWbQ/o.jpg,3.5
Bar Marani,1.0,14,bars,1,Rome,IT,RM,Via dei Volsci 57,00185,41.8970806657,12.5132724879,https://s3-media2.fl.yelpcdn.com/bphoto/3Dv-T25Z1r03TTZXo-NjTw/o.jpg,4.5
Bistro al 133,2.0,19,italian,1,Rome,IT,RM,Via Emanuele Filiberto 133,00185,41.8909492,12.5062141,https://s3-media1.fl.yelpcdn.com/bphoto/7r3hq51AcijoG7BvuFcXkg/o.jpg,4.5
I Butteri,3.0,35,italian,1,Rome,IT,RM,Piazza Regina Margherita 28,00198,41.9138336182,12.5052680969,https://s3-media3.fl.yelpcdn.com/bphoto/ImNkPbd5K_AoVvTdpWVhIA/o.jpg,4.0
Ombre Rosse,2.0,32,jazzandblues,1,Rome,IT,RM,Piazza Sant'Egidio 12-13,00153,41.88991,12.46911,https://s3-media2.fl.yelpcdn.com/bphoto/LUB01lliIUaxY_8_59KkpQ/o.jpg,4.0
Il Buchetto,2.0,16,pizza,1,Rome,IT,RM,Via Flaminia 119,00196,41.9170685,12.4735699,https://s3-media2.fl.yelpcdn.com/bphoto/4xvvvceV96PB-DKSpjQfHQ/o.jpg,4.5
Kebab,2.0,32,kebab,1,Rome,IT,RM,Via Augusto Valenziani 14,00187,41.9101982117,12.4991140366,https://s3-media1.fl.yelpcdn.com/bphoto/vj3i2Gf9D1qX2D1sZ_3b7Q/o.jpg,4.0
Flavio al Velavevodetto,3.0,83,roman,1,Rome,IT,RM,Via di Monte Testaccio 97,00153,41.8765717,12.4761,https://s3-media4.fl.yelpcdn.com/bphoto/hpf17-E3FEPXSYucxoMrMA/o.jpg,4.0
Enoteca Ferrara,3.0,35,beer_and_wine,1,Rome,IT,RM,Piazza Trilussa 41,00153,41.8915405,12.4700899,https://s3-media1.fl.yelpcdn.com/bphoto/BnLM8Y8tHu9Z1SGuMOyg2A/o.jpg,4.5
Burro e Sugo,2.0,54,italian,1,Rome,IT,RM,Via Elvio Pertinace 1,00145,41.8543513,12.4812759,https://s3-media2.fl.yelpcdn.com/bphoto/Oq_gOIkV2rYUuj751XUgMQ/o.jpg,4.0
Taverna di Ripetta,,11,italian,1,Rome,IT,RM,Via di Ripetta 158,00186,41.9041472,12.4752435,https://s3-media1.fl.yelpcdn.com/bphoto/1ffX6qwwYk7ma802pdHCzg/o.jpg,4.5
Forno da Milvio,1.0,29,bakeries,1,Rome,IT,RM,Via Dei Serpenti 7,00184,41.8951607,12.4905195,https://s3-media1.fl.yelpcdn.com/bphoto/WpI9t30HWHXmOQCwFB-2Xw/o.jpg,4.0
Sahara,2.0,22,african,1,Rome,IT,RM,Viale Ippocrate 43,00161,41.9085138,12.5199626,https://s3-media2.fl.yelpcdn.com/bphoto/1T10llKQGd0bCZTIVmazmw/o.jpg,4.5
Aroma,4.0,24,italian,1,Rome,IT,RM,Via Labicana 125,00184,41.8903579712,12.4951438904,https://s3-media2.fl.yelpcdn.com/bphoto/P4UfhfYEKed3ahAmLMkcSA/o.jpg,4.0
Re di Roma Pizza Casa del Supplì,1.0,25,pizza,1,Rome,IT,RM,Piazza Re di Roma 20,00183,41.88148,12.51347,https://s3-media4.fl.yelpcdn.com/bphoto/_QleWvi7LZ1YqZMvVbE12A/o.jpg,4.0
Goose,2.0,30,pizza,1,Rome,IT,RM,Piazzale Gregorio VII 33,00165,41.8993356,12.4512094,https://s3-media2.fl.yelpcdn.com/bphoto/O5FL3Se59z8udJ-CacmFpA/o.jpg,4.5
Santa Lucia,3.0,15,italian,1,Rome,IT,RM,Largo Febo 12,00186,41.900122,12.4721711,https://s3-media1.fl.yelpcdn.com/bphoto/wck9Au9O_iUOiotGkaSEMA/o.jpg,4.0
La Soffitta Renovatio,2.0,52,pizza,1,Rome,IT,RM,Piazza del Risorgimento 46A,00192,41.9059216051,12.4589925716,https://s3-media3.fl.yelpcdn.com/bphoto/XUUKwN2m_Fg-Gu9CCYP1CA/o.jpg,4.0
De Penitenzieri,2.0,10,wine_bars,1,Rome,IT,RM,Via dei Penitenzieri 16A,00193,41.9013202197,12.4607149797,https://s3-media4.fl.yelpcdn.com/bphoto/ibW5b3XDxmC5m0Mm6w3LIg/o.jpg,5.0
Aromaticus,2.0,23,salad,1,Rome,IT,RM,Via Urbana 134,00184,41.8968506,12.4945002,https://s3-media2.fl.yelpcdn.com/bphoto/FPYZWG7KtykFuvycnv9BDA/o.jpg,4.0
Niji Cafè,2.0,11,cocktailbars,1,Rome,IT,RM,Via dei Vascellari 35,00153,41.8879733,12.4777847,https://s3-media2.fl.yelpcdn.com/bphoto/iq-CyAmzj9A3PBeLKdeC1A/o.jpg,5.0
La Taqueria,2.0,25,mexican,1,Rome,IT,RM,Via Giacomo Boni 26,00162,41.9151413298,12.5219202787,https://s3-media4.fl.yelpcdn.com/bphoto/kcnfh0s10aqW6FXnURTk4A/o.jpg,4.0
Tullio,4.0,36,italian,1,Rome,IT,RM,Via San Nicola da Talentino 26,00187,41.9043724,12.4898759,https://s3-media2.fl.yelpcdn.com/bphoto/NApG5kr_h10_0qJOgrHo7A/o.jpg,4.0
La Boccaccia,1.0,11,pizza,1,Rome,IT,RM,Via Leonina 73,00184,41.8947207422,12.4916770309,https://s3-media2.fl.yelpcdn.com/bphoto/jb3gm1fJqPnSvrCFcRQ9Wg/o.jpg,4.5
La Pace del Palato,3.0,12,italian,1,Rome,IT,RM,Via del Teatro Pace 42,00186,41.8990402,12.4714603,https://s3-media1.fl.yelpcdn.com/bphoto/Ya7weZBbvHD5AvnYMBJ47g/o.jpg,4.5
Kilo,2.0,36,steak,1,Rome,IT,RM,Via Tirso 30,00198,41.91835642,12.49863703,https://s3-media1.fl.yelpcdn.com/bphoto/BxQuNCY0hcskoYzhKjdzNg/o.jpg,4.0
Pronto,1.0,12,italian,1,Rome,IT,RM,Piazza della Madonna dei Monti 3,00184,41.8948761582,12.4908905509,https://s3-media3.fl.yelpcdn.com/bphoto/X_3kxGvlmbxPOmz-hdWadw/o.jpg,4.5
'Gusto,2.0,112,italian,1,Rome,IT,RM,Piazza Augusto Imperatore 9,00196,41.9058305,12.47739494,https://s3-media1.fl.yelpcdn.com/bphoto/OMn3vqvlsxPZej1lJUDmeg/o.jpg,3.5
Barley Wine,2.0,28,pubs,1,Rome,IT,RM,Via dei Consoli 115,00175,41.86371,12.55303,https://s3-media1.fl.yelpcdn.com/bphoto/rM7k0c6kRSx4DxKNyF0FHQ/o.jpg,4.0
Buddy,2.0,30,mediterranean,1,Rome,IT,RM,Corso Vittorio Emanuele II 107A,00186,41.8965912,12.4746704,https://s3-media3.fl.yelpcdn.com/bphoto/qf4TWhoW0eJxTsZDXyQvog/o.jpg,4.0
Pizzeria da Remo,2.0,40,pizza,1,Rome,IT,RM,Piazza Santa Maria Liberatrice 44A,00153,41.8806419373,12.4752597809,https://s3-media2.fl.yelpcdn.com/bphoto/qWX5oy4XJGmmTfiKeAjP-Q/o.jpg,4.0
Barnum Cafè,2.0,25,cafes,1,Rome,IT,RM,Via del Pellegrino 87,00186,41.8970925,12.4700417,https://s3-media3.fl.yelpcdn.com/bphoto/hLNthXV-5KmhVU2Q1MdUlQ/o.jpg,4.0
La Carbonara,2.0,101,italian,1,Rome,IT,RM,Via Panisperna 214,00184,41.8965999,12.4920678,https://s3-media2.fl.yelpcdn.com/bphoto/A_t_8ebNDnt-hRqUaxk2SA/o.jpg,3.5
Thai Inn,2.0,31,thai,1,Rome,IT,RM,Via Federico Ozanam 92,00152,41.8771,12.44992,https://s3-media2.fl.yelpcdn.com/bphoto/Z3I_VtXw1-k4DGGIX2XPVQ/o.jpg,4.5
Orto Botanico,,8,landmarks,0,Rome,IT,RM,,00165,41.8913116,12.4608002,https://s3-media2.fl.yelpcdn.com/bphoto/HDMvDI7mhsBdIqfqlpcdoQ/o.jpg,5.0
Marinari,2.0,13,desserts,1,Rome,IT,RM,Corso Trieste 95,00198,41.9244804,12.5154772,https://s3-media3.fl.yelpcdn.com/bphoto/doVVLf9yu6lUgIczOxVM4Q/o.jpg,4.5
Dilla,2.0,34,italian,1,Rome,IT,RM,Via Mario de Fiori 41,00187,41.906727223,12.480223944,https://s3-media4.fl.yelpcdn.com/bphoto/LOJSKGJxuxnTizROrPv86w/o.jpg,4.0
Ristorante Lin,3.0,13,chinese,1,Rome,IT,RM,Via Basento 70,00198,41.9167371,12.4995447,https://s3-media3.fl.yelpcdn.com/bphoto/IhZn-4vZc0xE1bzkcWtFlQ/o.jpg,4.5
Forno La Renella,1.0,27,pizza,1,Rome,IT,RM,Via del Moro 15,00153,41.8908615,12.4705801,https://s3-media1.fl.yelpcdn.com/bphoto/InKLo61yprBRL8kjT9S7hw/o.jpg,4.0
I Porchettoni a San Lorenzo,1.0,9,roman,1,Rome,IT,RM,Via dei Marrucini 18C,00185,41.8996428368,12.5144346768,https://s3-media3.fl.yelpcdn.com/bphoto/BGCwyptA82jkX9oAGeb1Qw/o.jpg,4.5
Da Olimpio,2.0,24,italian,1,Rome,IT,RM,Via degli Avignonesi 37,00187,41.9027864,12.4864373,https://s3-media1.fl.yelpcdn.com/bphoto/wt2seIbPcMWMVbTNavnYjA/o.jpg,4.0
Il Timoniere,2.0,16,italian,1,Rome,IT,RM,Via Francesco Orazio da Pennabilli 5,00154,41.8650093,12.4919901,https://s3-media1.fl.yelpcdn.com/bphoto/3LO1gpvMnI77Bgm_7Lhd0Q/o.jpg,4.5
Retrobottega,3.0,10,italian,1,Rome,IT,RM,Via della Stelletta 4,00186,41.90167,12.47525,https://s3-media1.fl.yelpcdn.com/bphoto/vx59p5sFnoAcgfC1pM2YSw/o.jpg,4.5
Comò Bistrot,2.0,17,brasseries,1,Rome,IT,RM,Viale Gottardo 95,00141,41.931686,12.535427,https://s3-media4.fl.yelpcdn.com/bphoto/ZTs0gSCrVfdd8RR7d32_Ww/o.jpg,4.5
Sapori DIschia,3.0,14,italian,1,Rome,IT,RM,Via Marche 19,00187,41.9087791,12.4903002,https://s3-media2.fl.yelpcdn.com/bphoto/vH-RCTqlwwOrpxs7fWABLw/o.jpg,4.5
La Vacca 'Mbriaca,2.0,55,italian,1,Rome,IT,RM,Via Urbana 29,00184,41.89645633,12.4942295,https://s3-media2.fl.yelpcdn.com/bphoto/0XVkj5wNvH7DYmba0pTysw/o.jpg,4.0
Il Fornaio,2.0,27,bakeries,1,Rome,IT,RM,Via dei Baullari 5,00186,41.89645695,12.47271142,https://s3-media1.fl.yelpcdn.com/bphoto/LJNy6qdYye9_ific-c46Xw/o.jpg,4.0
Piperno,3.0,22,roman,1,Rome,IT,RM,Via Monte de' Cenci 9,00186,41.89239297,12.47577236,https://s3-media3.fl.yelpcdn.com/bphoto/kcNy5F73Dp1ikz2CBLyyGg/o.jpg,4.5
Ferrazza,2.0,28,wine_bars,1,Rome,IT,RM,Via dei Volsci 59,00185,41.8971481,12.5134802,https://s3-media2.fl.yelpcdn.com/bphoto/5w1oObEzGY8mOLtPhQGCcQ/o.jpg,4.0
Coso,2.0,32,italian,1,Rome,IT,RM,Via in Lucina 16L,00186,41.902965957,12.4791108857,https://s3-media3.fl.yelpcdn.com/bphoto/62X2l7RWVEJu9LzjfBAJyg/o.jpg,4.0
Trattoria Melo,2.0,21,italian,1,Rome,IT,RM,Via Magnanapoli 6,00187,41.89618,12.48522,https://s3-media4.fl.yelpcdn.com/bphoto/vHNuSzI8n5UHvOosqO-0bg/o.jpg,4.0
Sambamaki,3.0,19,japanese,1,Rome,IT,RM,Viale Regina Margherita 168,00198,41.91514655,12.5037947,https://s3-media3.fl.yelpcdn.com/bphoto/U9Ok-QPUauQvNTGhdf8Leg/o.jpg,4.0
Osteria del Pegno,3.0,17,roman,1,Rome,IT,RM,Vicolo di Montevecchio 8,00186,41.9001197815,12.4708070755,https://s3-media2.fl.yelpcdn.com/bphoto/YCfde-HveHU_6kZmgORXyQ/o.jpg,4.5
Mr Chow,3.0,24,chinese,1,Rome,IT,RM,Via Genova 29A,00184,41.89905927,12.4924086,https://s3-media3.fl.yelpcdn.com/bphoto/l9EDnWiOztJuSRRBJqA6Bw/o.jpg,4.5
Pietro al Pantheon,2.0,41,italian,1,Rome,IT,RM,Via dei Pastini 125,00186,41.8994484,12.4776897,https://s3-media4.fl.yelpcdn.com/bphoto/ZFkw6RhTkWg4lK4njIaKGw/o.jpg,4.0
Trattoria Da Lucia,2.0,43,roman,1,Rome,IT,RM,Vicolo del Mattonato 2B,00153,41.8903808594,12.4674596786,https://s3-media3.fl.yelpcdn.com/bphoto/wC2aqfKKquUU9Z1GqoEFuA/o.jpg,4.0
Bacco in Trastevere,3.0,13,italian,1,Rome,IT,RM,Piazza di San Giovanni della Malva 14,00153,41.8920440422,12.4688225985,https://s3-media2.fl.yelpcdn.com/bphoto/I9-oHtrl7q8NsGVybBA04g/o.jpg,4.5
Mithos Taverna dell'Allegria,3.0,14,roman,1,Rome,IT,RM,"Piazza Scipione Ammirato, 7",00179,41.8739929199,12.5188741684,https://s3-media1.fl.yelpcdn.com/bphoto/ahj_TZmtZXL7AJlCjrjdYg/o.jpg,4.5
Living Room Cafè,2.0,24,lounges,1,Rome,IT,RM,Via Solferino 9,00185,41.90368,12.50148,https://s3-media2.fl.yelpcdn.com/bphoto/90luQKBL13zgyK2xc4DXgw/o.jpg,4.0
Trattoria Monti,3.0,28,italian,1,Rome,IT,RM,Via di San Vito 13,00185,41.8956451,12.501955,https://s3-media1.fl.yelpcdn.com/bphoto/4Jk7hc2N5HxTrcNKJyNnwQ/o.jpg,4.0
Hostaria Po,3.0,15,italian,1,Rome,IT,RM,Via Po 118,00198,41.9171737015,12.4989462902,https://s3-media2.fl.yelpcdn.com/bphoto/vytP7phHLzqypI_nQBchDQ/o.jpg,4.5
La Pentolaccia,3.0,27,roman,1,Rome,IT,RM,Via Flavia 38,00187,41.9065322876,12.4963283539,https://s3-media2.fl.yelpcdn.com/bphoto/nztxmzAS4PD2UT2X0kosoQ/o.jpg,4.0
Dorsia,2.0,7,cocktailbars,1,Rome,IT,RM,Via Messina 42,00198,41.9111061096,12.50228405,https://s3-media3.fl.yelpcdn.com/bphoto/Hkx3oWdqz22zvjR3rXF9Kw/o.jpg,5.0
Zen Sushi,4.0,30,sushi,1,Rome,IT,RM,Via degli Scipioni 243,00192,41.91059,12.46598,https://s3-media1.fl.yelpcdn.com/bphoto/mamnKwLI2bvFAy12ksrCOw/o.jpg,4.0
Il Salento in una stanza,3.0,7,apulian,1,Rome,IT,RM,Via Mantova 12,00198,41.91186,12.50149,https://s3-media4.fl.yelpcdn.com/bphoto/CcpNwyPO17HDToYrk_07yA/o.jpg,4.5
Grandma Bistrot,2.0,29,wine_bars,1,Rome,IT,RM,Via dei Corneli 25,00175,41.86598,12.54519,https://s3-media3.fl.yelpcdn.com/bphoto/IcirG-jOLTaoDLldSSkxoA/o.jpg,4.0
Ara Pacis,,12,landmarks,1,Rome,IT,RM,Lungotevere in Augusta,00186,41.9076614,12.4747496,https://s3-media4.fl.yelpcdn.com/bphoto/cmsfJqHcX3Sk_E8MG4gjzw/o.jpg,4.5
Il Covo,3.0,6,tuscan,1,Rome,IT,RM,Via Brescia 20,00198,41.9113720399,12.4999905848,https://s3-media4.fl.yelpcdn.com/bphoto/iOh9pQuFMqI3xICMx7Fqmw/o.jpg,5.0
Ginger Sapori e Salute,2.0,69,juicebars,1,Rome,IT,RM,Via Borgognona 43,00187,41.9042310839,12.4795447638,https://s3-media4.fl.yelpcdn.com/bphoto/fFRSGyZFic7qSkZF_PMS3Q/o.jpg,4.0
Al Moro,4.0,19,italian,1,Rome,IT,RM,Vicolo delle Bollette 13,00187,41.9006615,12.4821596,https://s3-media3.fl.yelpcdn.com/bphoto/rKB8XRQljF2GRxYwQ8S5ZQ/o.jpg,4.0
100 Montaditos,1.0,38,spanish,0,Rome,IT,RM,Via Tiburtina 141,00185,41.89903938,12.51551729,https://s3-media2.fl.yelpcdn.com/bphoto/hjsGj_ihEkzwVariTPRZXQ/o.jpg,4.0
Abbey Theatre Irish Pub,2.0,36,sportsbars,1,Rome,IT,RM,Via del Governo Vecchio 51,00186,41.8983498,12.4704399,https://s3-media2.fl.yelpcdn.com/bphoto/X2l4NfI8S8lEztLBV2dylQ/o.jpg,4.0
Antica Trattoria da Carlone,2.0,38,italian,1,Rome,IT,RM,Via della Luce 5,00153,41.8890185,12.4758525,https://s3-media4.fl.yelpcdn.com/bphoto/qNfBPUBV2YZShXhVAAkfwg/o.jpg,4.0
La Dolce Vita,3.0,14,mediterranean,1,Rome,IT,RM,Piazza Navona 70,00186,41.89970117,12.47325143,https://s3-media3.fl.yelpcdn.com/bphoto/Bf7_lNkFpbJEtfV6cK_pPg/o.jpg,4.0
Da Sabatino,,15,italian,1,Rome,IT,RM,Piazza Sant'Ignazio 169,00186,41.8994789,12.4798803,https://s3-media2.fl.yelpcdn.com/bphoto/p30eFsQHCYM3yPdSnWeBdw/o.jpg,4.0
Bibliothè,2.0,18,libraries,1,Rome,IT,RM,Via Celsa 4,00186,41.895121,12.4789277,https://s3-media4.fl.yelpcdn.com/bphoto/89BX43AAaEN47ZloSWq7cw/o.jpg,4.0
Dar Sor Olimpio al Drago,2.0,15,italian,1,Rome,IT,RM,"Piazza del Drago, 2",00153,41.8893509,12.4749804,https://s3-media3.fl.yelpcdn.com/bphoto/UYlNjTu7nXntdOAufbZHnA/o.jpg,4.5
Il Peperoncino Dispettoso,2.0,21,pizza,1,Rome,IT,RM,Viale delle Medaglie D'Oro 158,00136,41.9152546,12.4428392,https://s3-media3.fl.yelpcdn.com/bphoto/LaVIbSHjsWvYzDHJ7fsxJw/o.jpg,4.5
Osteria der Belli,3.0,18,seafood,1,Rome,IT,RM,Piazza di Sant'Apollonia 11,00153,41.8897552,12.4707594,https://s3-media3.fl.yelpcdn.com/bphoto/ta8j-SyzqHCU-umQneUOuQ/o.jpg,4.0
Mondo Arancina,1.0,49,pizza,1,Rome,IT,RM,Via Marcantonio Colonna 38,00192,41.90975,12.46703,https://s3-media4.fl.yelpcdn.com/bphoto/-KsL12QHJ7r4b2GauoniAA/o.jpg,4.0
Il Vinaietto,1.0,10,wine_bars,1,Rome,IT,RM,Via del Monte della Farina 38,00186,41.89473,12.47497,https://s3-media3.fl.yelpcdn.com/bphoto/xsWcIuY6E_KecoT_2I3x5w/o.jpg,4.5
Fonzie,2.0,13,kosher,1,Rome,IT,RM,Via Santa Maria del Pianto 13,00186,41.8934631348,12.4761829376,https://s3-media1.fl.yelpcdn.com/bphoto/hJdpxKI4zHaOJkXZwqeNcA/o.jpg,4.5
Mercati di Traiano - Museo dei Fori Imperiali,,10,landmarks,1,Rome,IT,RM,Via IV Novembre 94,00187,41.8960953,12.4859247,https://s3-media3.fl.yelpcdn.com/bphoto/TeFjrSl1P7dvMFdnK8XReQ/o.jpg,4.5
Origano Trevi,2.0,44,italian,1,Rome,IT,RM,Via di Sant'Andrea delle Fratte 25,00187,41.90314,12.4832,https://s3-media4.fl.yelpcdn.com/bphoto/UfLyUQOO5DadJymR1qNTfA/o.jpg,4.0
Ivo a Trastevere,2.0,45,italian,1,Rome,IT,RM,Via di San Francesco a Ripa 158,00153,41.88816,12.4710699,https://s3-media1.fl.yelpcdn.com/bphoto/16X398wNAEMNym40W3C0uQ/o.jpg,4.0
Perilli,3.0,22,roman,1,Rome,IT,RM,Via Marmorata 39,00153,41.8789101,12.4787798,https://s3-media4.fl.yelpcdn.com/bphoto/fQflDQzpEIkILujxEbFNYQ/o.jpg,4.5
Osteria La Quercia,3.0,18,italian,1,Rome,IT,RM,Piazza Della Quercia 23,00186,41.8945808,12.4716902,https://s3-media2.fl.yelpcdn.com/bphoto/XugWhH2wuVvbVGsSXfcMHw/o.jpg,4.0
Tartufi & Friends,3.0,19,italian,1,Rome,IT,RM,Via Borgognona 4E,00187,41.904741,12.4808199,https://s3-media1.fl.yelpcdn.com/bphoto/nnWVPRp2qSutg7lvt0vA9w/o.jpg,4.0
The Perfect Bun,3.0,64,tradamerican,1,Rome,IT,RM,Largo del Teatro Valle 4,00186,41.8971900992,12.4746274113,https://s3-media3.fl.yelpcdn.com/bphoto/5BXVJYzUCqjNCKN0PvXUmQ/o.jpg,4.0
Osteria da Francesco,4.0,6,seafood,1,Rome,IT,RM,Via Valsugana,00141,41.9325485,12.5261898,https://s3-media4.fl.yelpcdn.com/bphoto/soJYvtPtK4PwILdrKMN93w/o.jpg,5.0
Bar del Cappuccino,1.0,13,bars,1,Rome,IT,RM,Via Arenula 50,00186,41.8922386,12.4748201,https://s3-media3.fl.yelpcdn.com/bphoto/BoilxFLQ2y508k0dH6Kf_w/o.jpg,4.5
Taverna Angelica,3.0,16,italian,1,Rome,IT,RM,Piazza Amerigo Capponi 6,00193,41.905059,12.460773,https://s3-media2.fl.yelpcdn.com/bphoto/p-7_neIrm3ioIfWLR5Wq_Q/o.jpg,4.5
Misticanza,4.0,14,italian,1,Rome,IT,RM,Via Sicilia 47,00187,41.9085083,12.4907703,https://s3-media2.fl.yelpcdn.com/bphoto/ajcHLu6JTIJ4-i0tZvTNfg/o.jpg,4.5
Quarto,2.0,25,burgers,1,Rome,IT,RM,Via Crescenzio 52,00193,41.9058,12.4637,https://s3-media3.fl.yelpcdn.com/bphoto/4PvI6zMTaI9loAyWKB6MXw/o.jpg,4.0
8millimetri,2.0,32,cocktailbars,1,Rome,IT,RM,Via del Moro  8,00153,41.8909688,12.470485,https://s3-media4.fl.yelpcdn.com/bphoto/IFIWw_zvPDaKHzqWAolkrA/o.jpg,4.0
Ilios,1.0,15,greek,1,Rome,IT,RM,Via Gaspare Gozzi 93,00145,41.85475,12.47844,https://s3-media1.fl.yelpcdn.com/bphoto/rxReUxo8WzeNa0BTMPnTTA/o.jpg,4.5
